Domanda,Testo,Stralcio,Repertorio
,,che può rendere più difficile il riconoscimento della sindrome stessa e la formulazione di una possibile diagnosi.  ,POSSIBILITA 
,"Le comorbidità più frequenti sono quelle con: 1. Disturbo oppositivo provocatorio. 2- DSA. 3- Disturbi d'ansia. 4- Disturbi evolutivi della coordinazione. Meno frequenti sono invece tic e depressione. La presenza contemporanea di più disturbi può avere un impatto più complesso sulla prognosi e sulla gestione del bambino, dell'adolescente e dell'adulto con ADHD. ",Le comorbidità più frequenti sono quelle con: 1. Disturbo oppositivo provocatorio. 2- DSA. 3- Disturbi d'ansia. 4- Disturbi evolutivi della coordinazione. Meno frequenti sono invece tic e depressione.,SANCIRE 
,,"La presenza contemporanea di più disturbi può avere un impatto più complesso sulla prognosi e sulla gestione del bambino, dell'adolescente e dell'adulto con ADHD. ",POSSIBILITA 
,"I disturbi del comportamento che possono associarsi all'ADHD sono il Disturbo oppositivo provocatorio, e il disturbo della condotta. Il primo molto più frequente è caratterizzato da comportamento di sfida, ostile e negativista, mentre il secondo, più grave, da aggressività, distruttività, furti, menzogna e sistematica violazione delle regole sociali. ","I disturbi del comportamento che possono associarsi all'ADHD sono il Disturbo oppositivo provocatorio, e il disturbo della condotta.",POSSIBILITA 
,,"Il primo molto più frequente è caratterizzato da comportamento di sfida, ostile e negativista,  mentre il secondo, più grave, da aggressività, distruttività, furti, menzogna e sistematica violazione delle regole sociali. ",SPECIFICAZIONE 
,"La comorbidità tra ADHD e disturbi da comportamento dirompente (DOC DC) viene diagnositicata con alta frequenza, si stima che il 42-60% dei bambini con ADHD abbia anche un disturbo oppositivo provocatorio e il 20-30% un disturbo della condotta. La comprensenza di questi disturbi espone al rischio di comportamenti antisociali in particolare quando quando vi sia un'associazione con DC. Scarsa risulta invece la possibile evoluzione in un disturbo antisociale puro. ","La comorbidità tra ADHD e disturbi da comportamento dirompente (DOC DC) viene diagnositicata con alta frequenza,",SANCIRE
,,si stima che il 42-60% dei bambini con ADHD abbia anche un disturbo oppositivo provocatorio e il 20-30% un disturbo della condotta,SPECIFICAZIONE 
,,La comprensenza di questi disturbi espone al rischio di comportamenti antisociali ,SANCIRE 
,,in particolare quando vi sia un'associazione con DC,SPECIFICAZIONE 
,,Scarsa risulta invece la possibile evoluzione in un disturbo antisociale puro. ,SANCIRE 
,"I disturbi ansiosi si riscontrano in circa il 30% dei ragazzi con ADHD, anche se spesso l'insorgenza dei sintomi ansiosi potrebbe essere secondaria alle difficoltà create dall'avere un ADHD (ansia da prestazione scolastica, esperienza di frustrazione scolastica o nel rapporto con i coetanei). ","I disturbi ansiosi si riscontrano in circa il 30% dei ragazzi con ADHD,",SANCIRE
,,"anche se spesso l'insorgenza dei sintomi ansiosi potrebbe essere secondaria alle difficoltà create dall'avere un ADHD (ansia da prestazione scolastica, esperienza di frustrazione scolastica o nel rapporto con i coetanei). ",RIDIMENSIONAMENTO 
,"Bambini con ADHD e disturbi d'ansia hanno una prevalente
compromissione attentiva e appaiono meno impulsivi, almeno
sul piano comportamentale, quasi che la componente ansiosa rap-
presentasse una sorta di freno per il loro comportamento. Inoltre,
questi bambini presentano un minore rischio di evoluzione in senso
antisociale, compatibilmente con la qualità dell'ambiente di vita.","Bambini con ADHD e disturbi d'ansia hanno una prevalente
compromissione attentiva, e appaiono meno impulsivi almeno sul piano comportamentale ",SANCIRE
,,quasi che la componente ansiosa rappresentasse una sorta di freno per il loro comportamento,CONFERMA
,,"Inoltre, questi bambini presentano un minore rischio di evoluzione in senso antisociale, compatibilmente con la qualità dell'ambiente di vita.",SANCIRE 
,"Il tema della associazione, sovrapposizione e comorbilità tra
disturbi dello spettro autistico e ADHD è oggi al centro della ricerca e anche il DSM-5 prevede la comorbilità con il disturbo autistico. Accanto alla comorbilità, anche in questi casi deve essere affrontato il problema della diagnosi differenziale, che è rilevante soprattutto in età prescolare, quando bambini con disturbi dello spettro autistico o con disabilità intellettiva presentano una marcata disorganizzazione del comportamento, con iperattività, instabilità affettiva, aggressività, che possono essere confusi con i sintomi dell’ADHD.","Il tema della associazione, sovrapposizione e comorbilità tra disturbi dello spettro autistico e ADHD è oggi al centro della ricerca",COMMENTO 
,,e anche il DSM-5 prevede la comorbilità con il disturbo autistico.,SPECIFICAZIONE 
,,"Accanto alla comorbilità, anche in questi casi deve essere affrontato il problema della diagnosi differenziale che è rilevante soprattutto in età prescolare, ",COMMENTO 
,,"quando bambini con disturbi dello spettro autistico o con disabilità intellettiva presentano una marcata disorganizzazione del comportamento, con iperattività, instabilità affettiva, aggressività, che possono essere confusi con i sintomi dell’ADHD.",SPECIFICAZIONE 
,"È sempre più chiaro come l’ADHD sia una situazione eterogenea e che gran parte dei bambini, adolescenti e adulti con ADHD presentino caratteristiche complesse e peculiari.","È sempre più chiaro come l’ADHD sia una situazione eterogenea e che gran parte dei bambini, adolescenti e adulti con ADHD presentino caratteristiche complesse e peculiari. ",SANCIRE 
,"L'ADHD costituisce uno dei disturbi psichiatrici con più elevata ereditarietà. Una percentuale variabile tra il 50 e il 90% dei 
gemelli monozigoti di bambini con ADHD presenta lo stesso disturbo, e studi condotti su gemelli adottati suggeriscono una natura genetica piuttosto che ambientale di tale familiarità. È verosimile ritenere che i fattori genetici determinino non tanto il disturbo di per sé, ma piuttosto la sua predisposizione, e che l'attivazione di tale predisposizione sia modulata da fattori ambientali. È noto, infatti, che fattori ambientali prenatali possono avere un ruolo nel determinare la comparsa dell'ADHD. Il fumo, il consumo di alcol da parte della madre, così come l'uso di farmaci o di droghe, lo stress e, più in generale, la salute mentale della madre durante la gravidanza sono tutti fattori che incidono fortemente sulla possibile genesi del disturbo. Allo stesso modo, in circa la metà dei bambini ADHD è possibile ritrovare il dato di un basso peso alla nascita.
Dopo la nascita, altri fattori ambientali come alterazioni dietetiche o intossicazione da metalli come il piombo o fattori sociali, come il ricovero in orfanotrofio nei primi anni di vita, possono giocare un ruolo nella comparsa dell'ADHD. Occorre però notare che, più che il singolo fattore ambientale o sociale, è l'interazione tra questi e la condizione genetica del bambino a determinare la comparsa del disturbo e il rischio ambientale per il bambino può essere ridotto dalla presenza di specifici geni trasmessi dai genitori. È cioè possibile che l'esposizione a determinati fattori ambientali di rischio possa indurre l'attivazione o l'inibizione di specifici geni o, viceversa, che specifici geni possano modulare il grado di esposizione a fattori ambientali o agli effetti di tali eventi sul singolo individuo.",L'ADHD costituisce uno dei disturbi psichiatrici con più elevata ereditarietà,SANCIRE
,,"Una percentuale variabile tra il 50 e il 90% dei 
gemelli monozigoti di bambini con ADHD presenta lo stesso disturbo, ",DESCRIZIONE 
,,e studi condotti su gemelli adottati suggeriscono una natura genetica piuttosto che ambientale di tale familiarità,CONFERMA 
,,"È verosimile ritenere che i fattori genetici determinino non tanto il disturbo di per sé, ma piuttosto la sua predisposizione",CONTRAPPOSIZIONE 
,,e che l'attivazione di tale predisposizione sia modulata da fattori ambientali.,SPECIFICAZIONE 
,,"È noto, infatti, che fattori ambientali prenatali possono avere un ruolo nel determinare la comparsa dell'ADHD",CONFERMA 
,,"Il fumo, il consumo di alcol da parte della madre, così come l'uso di farmaci o di droghe, lo stress e, più in generale, la salute mentale della madre durante la gravidanza sono tutti fattori che incidono fortemente sulla possibile genesi del disturbo.",SANCIRE 
,,"Allo stesso modo, in circa la metà dei bambini ADHD è possibile ritrovare il dato di un basso peso alla nascita.",POSSIBILITA 
,,"Dopo la nascita, altri fattori ambientali come alterazioni dietetiche o intossicazione da metalli come il piombo o fattori sociali, come il ricovero in orfanotrofio nei primi anni di vita, possono giocare un ruolo nella comparsa dell'ADHD",POSSIBILITA 
,,"Occorre però notare che, più che il singolo fattore ambientale o sociale, è l'interazione tra questi e la condizione genetica del bambino a determinare la comparsa del disturbo ",CAUSA 
,,e il rischio ambientale per il bambino può essere ridotto dalla presenza di specifici geni trasmessi dai genitori.,POSSIBILITA 
,,"È cioè possibile che l'esposizione a determinati fattori ambientali di rischio possa indurre l'attivazione o l'inibizione di specifici geni o, viceversa, che specifici geni possano modulare il grado di esposizione a fattori ambientali o agli effetti di tali eventi sul singolo individuo.",POSSIBILITA 
,"Le tecniche di neuroimmagine strutturale e funzionale, l'elettrofisiologia e la stimolazione magnetica transcranica hanno mostrato in persone con ADHD anomalie in regioni della corteccia frontale, temporale e parietale, nei gangli della base (striato), nel corpo calloso e nel cervelletto. In particolare, riduzioni di volume sono state documentate in strutture quali il cervelletto, il corpo calloso, il nucleo caudato destro, il putamen e il globo pallido, e alcune aree frontali quali la corteccia prefrontale dorso laterale.","Le tecniche di neuroimmagine strutturale e funzionale, l'elettrofisiologia e la stimolazione magnetica transcranica hanno mostrato in persone con ADHD anomalie in regioni della corteccia frontale, temporale e parietale, nei gangli della base (striato), nel corpo calloso e nel cervelletto.",DESCRIZIONE 
,,"In particolare, riduzioni di volume sono state documentate in strutture quali il cervelletto, il corpo calloso, il nucleo caudato destro, il putamen e il globo pallido, e alcune aree frontali quali la corteccia prefrontale dorso laterale.",SPECIFICAZIONE 
,"La maggior parte dei bambini con il disturbo riceve una diagnosi in età scolare, spesso tra gli 8 e i 9 anni, e anche gli studi disponibili sono rivolti perlopiù a bambini in età scolare. Inoltre, non ci sono ancora strumenti di rilevazione dell’ADHD in età prescolare il cui uso sia condiviso in modo unitario da tutti i clinici. Non esistono test diagnostici specifici per l'ADHD: la caratterizzazione e misurazione delle capacità di attenzione prolungata, di pianificazione, categorizzazione e di inibizione delle risposte automatiche (funzioni neuropsicologiche nei lobi frontali) e dei processi di apprendimento consentono una più precisa caratterizzazione della sindrome e una migliore impostazione dei piani di trattamento. ","La maggior parte dei bambini con il disturbo riceve una diagnosi in età scolare, e anche gli studi disponibili sono rivolti perlopiù a bambini in età scolare",DESCRIZIONE 
,,spesso tra gli 8 e i 9 anni ,SPECIFICAZIONE 
,,"Inoltre, non ci sono ancora strumenti di rilevazione dell’ADHD in età prescolare il cui uso sia condiviso in modo unitario da tutti i clinici.",COMMENTO 
,,"Non esistono test diagnostici specifici per l'ADHD la caratterizzazione e misurazione delle capacità di attenzione prolungata, di pianificazione, categorizzazione e di inibizione delle risposte automatiche (funzioni neuropsicologiche nei lobi frontali) e dei processi di apprendimento consentono una più precisa caratterizzazione della sindrome e una migliore impostazione dei piani di trattamento. ",SANCIRE 
