Domanda,Testo,Stralcio,Repertorio
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"in-primo-luogo, l' unico-mezzo che ho per mantenere-il-cont con-mondo-esterno sono le lettere","in-primo-luogo, l' unico-mezzo che ho per mantenere-il-cont con-mondo-esterno sono le lettere",NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,attr le pers-gia-st-deten,attr le pers-gia-st-deten,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le ho-conosciute attr-le-norme dell-istituto,le ho-conosciute attr-le-norme dell-istituto,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"nell-ist-penit-spag seguivo-corso-univ
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,rapp-con-i-parenti sono molto importanti,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"io ho-lavorato, vado-in-chiesa",NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"perche ho-frequentato le opport-trattam segnate, 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"per-esempio: i colloqui, la chiesa, eccetera",SPECIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,alcune le ho-conosciute qui-dentro,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,"esp di tutto-questo; esp che si-impara a vivere in un-altro-mondo che e questo, mondo-segreto
",NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,penso-che sia qualcosa di-molto buono,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,attr-altri-deten,attr-altri-deten,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"attr-i-deten, gli avvocati e il person-del-carc","attr-i-deten, gli avvocati e il person-del-carc",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mantengo-relazione con-la-mia-famig attr-le-lettere; il tv-abb-in-cella
","mantengo-relazione con-la-mia-famig
attr-le-lettere; 
",NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mantengo-relazione con-la-mia-famig attr-le-lettere; il tv-abb-in-cella
",il tv-abb-in-cella,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non so,non so,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi","dopo-molto-tempo passato in-carc, sappiamo-tutto 

",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi","senza-te-ne-rend-con. 
con-la-bocca od con-orecchi",COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l-ho-sent-dire in-giro 
","l-ho-sent-dire in-giro 
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-operatori (soprattutto-educ) e comp-deten. tutto-il-person (direttore, comandante) e-molto-disponibile",tr-operatori (soprattutto-educ) e comp-deten.,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-operatori (soprattutto-educ) e comp-deten. tutto-il-person (direttore, comandante) e-molto-disponibile","tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"molta-assistenza da-parte-del-sert, nella-prig 
","molta-assistenza da-parte-del-sert, nella-prig 
",COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,DESCRIZIONE
