Domanda,Testo,Stralcio,Repertorio
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,SPECIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,nell-ist-penit-spag seguivo-corso-univ dato-che l' universita un ed si-occupava di chi voleva seguire una carriera-universitaria rapp-con-i-parenti sono molto importanti nel-mio-caso sono padre-di-5-piccoli-figli e in-spagna comunicavo-dir-loro dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig cosa che qui-in-italia e-impossibile dovuto al sistema-repressivo e sistema-atavico che esiste attualmente sia per la comunicazione che per gli studi tra le tante-cose; tutto-ci? rende il trattam-rieduc-obsol,,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,penso-che sia qualcosa di-molto buono e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,attr-altri-deten,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"attr-i-deten, gli avvocati e il person-del-carc",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mantengo-relazione con-la-mia-famig attr-le-lettere; il tv-abb-in-cella
",,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mantengo-relazione con-la-mia-famig attr-le-lettere; il tv-abb-in-cella
",,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non so,,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi","dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dopo-molto-tempo passato in-carc, sappiamo-tutto senza-te-ne-rend-con. con-la-bocca od con-orecchi",,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l-ho-sent-dire in-giro 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-operatori (soprattutto-educ) e comp-deten. tutto-il-person (direttore, comandante) e-molto-disponibile",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-operatori (soprattutto-educ) e comp-deten. tutto-il-person (direttore, comandante) e-molto-disponibile",,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"molta-assistenza da-parte-del-sert, nella-prig 
",,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-conosc-info dalla completa-esp che ho-av all-est-della prigione e dagli studi-completi che ho-fatto,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-conosc-info per-esp all-int-del carcere, gli-studi e le info che ho-av dai-deten 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-ricevuto-info sull-assistenza della-prig e sugli-studi e le info dai-deten come me 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"nel-centro-rieduc, da-varie-pers e tr-la-tv. 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent di pers-che-parlano,,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lo-so-perche ho-delle-personali e dagli-educ,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ci-hanno-spiegat tante-pers, come i-volontari",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-chiesto-a-comp cosa c' era dentro,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"me-lo-ha-detto mio-marito c
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,me-l-hanno-detto gli operatori e le comp,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv","lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"lav-all-int dell ist-di-pena d
dalle mie-amiche-lav-fuori seguo-la-scuola c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv
seguo-la-scuola
c-e la bibliot concorsi-di-poesia eccetera le suore l' educ, lo psicologo eccetera c-e la chiesa dove si-fanno-attiv",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-i-comp-di-cella, parl-uno-con-l-altro",,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ci-avvisano gli agenti-poliz-penit,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,io ho parl-con l' ispettore del-carc,,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten.,,DESCRIZIONE
